id,terjemah,tjclean
[64.6],Yang demikian itu adalah karena sesungguhnya telah datang kepada mereka Rasul-Rasul mereka (membawa) keterangan-keterangan lalu mereka berkata: Apakah manusia yang akan memberi petunjuk kepada kami? lalu mereka ingkar dan berpaling dan Allah tidak memerlukan (mereka). Dan Allah Maha Kaya lagi Maha Terpuji.,sesungguhnya rasulrasul membawa keteranganketerangan manusia petunjuk ingkar berpaling allah allah maha kaya maha terpuji
[64.7],Orang-orang yang kafir mengatakan bahwa mereka sekali-kali tidak akan dibangkitkan. Katakanlah: Tidak demikian demi Tuhanku benar-benar kamu akan dibangkitkan kemudian akan diberitakan kepadamu apa yang telah kamu kerjakan. Yang demikian itu adalah mudah bagi Allah.,orangorang kafir sekalikali dibangkitkan tuhanku benarbenar dibangkitkan diberitakan kepadamu kerjakan mudah allah
[64.8],Maka berimanlah kamu kepada Allah dan Rasul-Nya dan kepada cahaya (Al Qur'an) yang telah Kami turunkan. Dan Allah Maha Mengetahui apa yang kamu kerjakan.,berimanlah allah rasulnya cahaya al quran turunkan allah maha kerjakan
[64.9],(Ingatlah) hari (yang di waktu itu) Allah mengumpulkan kamu pada hari pengumpulan (untuk dihisab) itulah hari (waktu itu) ditampakkan kesalahan-kesalahan. Dan barang siapa yang beriman kepada Allah dan mengerjakan amal saleh niscaya Allah akan menghapus kesalahan-kesalahannya dan memasukkannya ke dalam surga yang mengalir di bawahnya sungai-sungai mereka kekal di dalamnya selama-lamanya. Itulah keberuntungan yang besar.,ingatlah allah mengumpulkan pengumpulan dihisab ditampakkan kesalahankesalahan barang beriman allah amal saleh niscaya allah menghapus kesalahankesalahannya memasukkannya surga mengalir bawahnya sungaisungai kekal dalamnya selamalamanya keberuntungan
[64.10],Dan orang-orang yang kafir dan mendustakan ayat-ayat Kami mereka itulah penghuni-penghuni neraka mereka kekal di dalamnya. Dan itulah seburuk-buruk tempat kembali.,orangorang kafir mendustakan ayatayat penghunipenghuni neraka kekal dalamnya seburukburuk
[64.11],Tidak ada sesuatu musibah pun yang menimpa seseorang kecuali dengan izin Allah Dan barang siapa yang beriman kepada Allah niscaya Dia akan memberi petunjuk kepada hatinya. Dan Allah Maha Mengetahui segala sesuatu.,musibah menimpa kecuali izin allah barang beriman allah niscaya petunjuk hatinya allah maha
[64.12],Dan taatlah kepada Allah dan taatlah kepada Rasul jika kamu berpaling maka sesungguhnya kewajiban Rasul Kami hanyalah menyampaikan (amanat Allah) dengan terang.,taatlah allah taatlah rasul berpaling sesungguhnya kewajiban rasul amanat allah terang
[64.13],(Dia-lah) Allah tidak ada Tuhan (yang berhak disembah) selain Dia. Dan hendaklah orang-orang mukmin bertawakal kepada Allah saja.,allah tuhan berhak disembah orangorang mukmin bertawakal allah
[64.14],Hai orang-orang yang beriman sesungguhnya di antara istri-istrimu dan anak-anakmu ada yang menjadi musuh bagimu maka berhati-hatilah kamu terhadap mereka dan jika kamu memaafkan dan tidak memarahi serta mengampuni (mereka) maka sesungguhnya Allah Maha Pengampun lagi Maha Penyayang.,hai orangorang beriman sesungguhnya istriistrimu anakanakmu musuh bagimu berhatihatilah memaafkan memarahi mengampuni sesungguhnya allah maha pengampun maha penyayang
[64.15],Sesungguhnya hartamu dan anak-anakmu hanyalah cobaan (bagimu): di sisi Allah-lah pahala yang besar.,sesungguhnya hartamu anakanakmu cobaan bagimu sisi allahlah pahala
[64.16],Maka bertakwalah kamu kepada Allah menurut kesanggupanmu dan dengarlah serta taatlah dan nafkahkanlah nafkah yang baik untuk dirimu. Dan barang siapa yang dipelihara dari kekikiran dirinya maka mereka itulah orang-orang yang beruntung.,bertakwalah allah kesanggupanmu dengarlah taatlah nafkahkanlah nafkah dirimu barang dipelihara kekikiran orangorang beruntung
[64.17],Jika kamu meminjamkan kepada Allah pinjaman yang baik niscaya Allah melipat gandakan (pembalasannya) kepadamu dan mengampuni kamu. Dan Allah Maha Pembalas Jasa lagi Maha Penyantun.,meminjamkan allah pinjaman niscaya allah melipat gandakan pembalasannya kepadamu mengampuni allah maha pembalas jasa maha penyantun
[64.18],Yang Mengetahui yang gaib dan yang nyata Yang Maha Perkasa lagi Maha Bijaksana.,gaib nyata maha perkasa maha bijaksana
[65.1],Hai Nabi apabila kamu menceraikan istri-istrimu maka hendaklah kamu ceraikan mereka pada waktu mereka dapat (menghadapi) idahnya (yang wajar) dan hitunglah waktu idah itu serta bertakwalah kepada Allah Tuhanmu. Janganlah kamu keluarkan mereka dari rumah mereka dan janganlah mereka (diizinkan) ke luar kecuali kalau mereka mengerjakan perbuatan keji yang terang. Itulah hukum-hukum Allah dan barang siapa yang melanggar hukum-hukum Allah maka sesungguhnya dia telah berbuat lalim terhadap dirinya sendiri. Kamu tidak mengetahui barangkali Allah mengadakan sesudah itu suatu hal yang baru.,hai nabi menceraikan istriistrimu ceraikan menghadapi idahnya wajar hitunglah idah bertakwalah allah tuhanmu keluarkan rumah diizinkan kecuali perbuatan keji terang hukumhukum allah barang melanggar hukumhukum allah sesungguhnya berbuat lalim barangkali allah mengadakan
[65.2],Apabila mereka telah mendekati akhir idahnya maka rujukilah mereka dengan baik atau lepaskanlah mereka dengan baik dan persaksikanlah dengan dua orang saksi yang adil di antara kamu dan hendaklah kamu tegakkan kesaksian itu karena Allah. Demikianlah diberi pengajaran dengan itu orang yang beriman kepada Allah dan hari akhirat. Barang siapa yang bertakwa kepada Allah niscaya Dia akan mengadakan baginya jalan ke luar.,mendekati idahnya rujukilah lepaskanlah persaksikanlah orang saksi adil tegakkan kesaksian allah pengajaran orang beriman allah akhirat barang bertakwa allah niscaya mengadakan baginya jalan
[65.3],Dan memberinya rezeki dari arah yang tiada disangka-sangkanya. Dan barang siapa yang bertawakal kepada Allah niscaya Allah akan mencukupkan (keperluan) nya. Sesungguhnya Allah melaksanakan urusan (yang dikehendaki) Nya. Sesungguhnya Allah telah mengadakan ketentuan bagi tiap-tiap sesuatu.,memberinya rezeki arah tiada disangkasangkanya barang bertawakal allah niscaya allah mencukupkan keperluan nya sesungguhnya allah melaksanakan urusan dikehendaki nya sesungguhnya allah mengadakan ketentuan tiaptiap
[65.4],Dan perempuan-perempuan yang tidak haid lagi (monopause) di antara perempuan-perempuanmu jika kamu ragu-ragu (tentang masa iddahnya) maka iddah mereka adalah tiga bulan dan begitu (pula) perempuan-perempuan yang tidak haid. Dan perempuan-perempuan yang hamil waktu idah mereka itu ialah sampai mereka melahirkan kandungannya. Dan barang siapa yang bertakwa kepada Allah niscaya Allah menjadikan baginya kemudahan dalam urusannya.,perempuanperempuan haid monopause perempuanperempuanmu raguragu iddahnya iddah perempuanperempuan haid perempuanperempuan hamil idah melahirkan kandungannya barang bertakwa allah niscaya allah menjadikan baginya kemudahan urusannya
[65.5],Itulah perintah Allah yang diturunkan-Nya kepada kamu dan barang siapa yang bertakwa kepada Allah niscaya Dia akan menghapus kesalahan-kesalahannya dan akan melipat gandakan pahala baginya.,perintah allah diturunkannya barang bertakwa allah niscaya menghapus kesalahankesalahannya melipat gandakan pahala baginya
[65.6],Tempatkanlah mereka (para istri) di mana kamu bertempat tinggal menurut kemampuanmu dan janganlah kamu menyusahkan mereka untuk menyempitkan (hati) mereka. Dan jika mereka (istri-istri yang sudah ditalak) itu sedang hamil maka berikanlah kepada mereka nafkahnya hingga mereka bersalin kemudian jika mereka menyusukan (anak-anak) mu untukmu maka berikanlah kepada mereka upahnya dan musyawarahkanlah di antara kamu (segala sesuatu) dengan baik dan jika kamu menemui kesulitan maka perempuan lain boleh menyusukan (anak itu) untuknya.,tempatkanlah istri bertempat tinggal kemampuanmu menyusahkan menyempitkan hati istriistri ditalak hamil berikanlah nafkahnya bersalin menyusukan anakanak mu untukmu berikanlah upahnya musyawarahkanlah menemui kesulitan perempuan menyusukan anak untuknya
[65.7],Hendaklah orang yang mampu memberi nafkah menurut kemampuannya. Dan orang yang disempitkan rezekinya hendaklah memberi nafkah dari harta yang diberikan Allah kepadanya. Allah tidak memikulkan beban kepada seseorang melainkan (sekedar) apa yang Allah berikan kepadanya. Allah kelak akan memberikan kelapangan sesudah kesempitan.,orang nafkah kemampuannya orang disempitkan rezekinya nafkah harta allah allah memikulkan beban sekedar allah allah kelak kelapangan kesempitan
[65.8],Dan berapalah banyaknya (penduduk) negeri yang mendurhakai perintah Tuhan mereka dan rasul-rasul-Nya maka Kami hisab penduduk negeri itu dengan hisab yang keras dan Kami azab mereka dengan azab yang mengerikan.,banyaknya penduduk negeri mendurhakai perintah tuhan rasulrasulnya hisab penduduk negeri hisab keras azab azab mengerikan
[65.9],Maka mereka merasakan akibat yang buruk dari perbuatannya dan adalah akibat perbuatan mereka kerugian yang besar.,merasakan akibat buruk perbuatannya akibat perbuatan kerugian
[65.10],Allah menyediakan bagi mereka azab yang keras maka bertakwalah kepada Allah hai orang-orang yang mempunyai akal (yaitu) orang-orang yang beriman. Sesungguhnya Allah telah menurunkan peringatan kepadamu,allah menyediakan azab keras bertakwalah allah hai orangorang akal orangorang beriman sesungguhnya allah menurunkan peringatan kepadamu
[65.11],(Dan mengutus) seorang Rasul yang membacakan kepadamu ayat-ayat Allah yang menerangkan (bermacam-macam hukum) supaya Dia mengeluarkan orang-orang yang beriman dan mengerjakan amal-amal yang saleh dari kegelapan kepada cahaya. Dan barang siapa beriman kepada Allah dan mengerjakan amal yang saleh niscaya Allah akan memasukkannya ke dalam surga-surga yang mengalir di bawahnya sungai-sungai mereka kekal di dalamnya selama-lamanya. Sesungguhnya Allah memberikan rezeki yang baik kepadanya.,mengutus rasul membacakan kepadamu ayatayat allah menerangkan bermacammacam hukum mengeluarkan orangorang beriman amalamal saleh kegelapan cahaya barang beriman allah amal saleh niscaya allah memasukkannya surgasurga mengalir bawahnya sungaisungai kekal dalamnya selamalamanya sesungguhnya allah rezeki
[65.12],Allah-lah yang menciptakan tujuh langit dan seperti itu pula bumi. Perintah Allah berlaku padanya agar kamu mengetahui bahwasanya Allah Maha Kuasa atas segala sesuatu dan sesungguhnya Allah ilmu-Nya benar-benar meliputi segala sesuatu.,allahlah menciptakan tujuh langit bumi perintah allah berlaku allah maha kuasa sesungguhnya allah ilmunya benarbenar meliputi
[66.1],Hai Nabi mengapa kamu mengharamkan apa yang Allah menghalalkannya bagimu kamu mencari kesenangan hati istri-istrimu? Dan Allah Maha Pengampun lagi Maha Penyayang.,hai nabi mengharamkan allah menghalalkannya bagimu mencari kesenangan hati istriistrimu allah maha pengampun maha penyayang
[66.2],Sesungguhnya Allah telah mewajibkan kepada kamu sekalian membebaskan diri dari sumpahmu dan Allah adalah Pelindungmu dan Dia Maha Mengetahui lagi Maha Bijaksana.,sesungguhnya allah mewajibkan membebaskan sumpahmu allah pelindungmu maha maha bijaksana
[66.3],Dan ingatlah ketika Nabi membicarakan secara rahasia kepada salah seorang dari istri-istrinya (Hafshah) suatu peristiwa. Maka tatkala (Hafshah) menceritakan peristiwa itu (kepada Aisyah) dan Allah memberitahukan hal itu (semua pembicaraan antara Hafshah dengan Aisyah) kepada Muhammad lalu Muhammad memberitahukan sebagian (yang diberitakan Allah kepadanya) dan menyembunyikan sebagian yang lain (kepada Hafshah). Maka tatkala (Muhammad) memberitahukan pembicaraan (antara Hafshah dan Aisyah) lalu Hafshah bertanya: Siapakah yang telah memberitahukan hal ini kepadamu? Nabi menjawab: Telah diberitahukan kepadaku oleh Allah Yang Maha Mengetahui lagi Maha Mengenal.,ingatlah nabi membicarakan rahasia salah istriistrinya hafshah peristiwa tatkala hafshah menceritakan peristiwa aisyah allah memberitahukan pembicaraan hafshah aisyah muhammad muhammad memberitahukan diberitakan allah menyembunyikan hafshah tatkala muhammad memberitahukan pembicaraan hafshah aisyah hafshah memberitahukan kepadamu nabi diberitahukan kepadaku allah maha maha mengenal
[66.4],Jika kamu berdua bertobat kepada Allah maka sesungguhnya hati kamu berdua telah condong (untuk menerima kebaikan) dan jika kamu berdua bantu-membantu menyusahkan Nabi maka sesungguhnya Allah adalah Pelindungnya dan (begitu pula) Jibril dan orang-orang mukmin yang baik dan selain dari itu malaikat-malaikat adalah penolongnya pula.,berdua bertobat allah sesungguhnya hati berdua condong menerima kebaikan berdua bantumembantu menyusahkan nabi sesungguhnya allah pelindungnya jibril orangorang mukmin malaikatmalaikat penolongnya
[66.5],Jika Nabi menceraikan kamu boleh jadi Tuhannya akan memberi ganti kepadanya dengan istri-istri yang lebih baik daripada kamu yang patuh yang beriman yang taat yang bertobat yang mengerjakan ibadah yang berpuasa yang janda dan yang perawan.,nabi menceraikan tuhannya ganti istriistri patuh beriman taat bertobat ibadah berpuasa janda perawan
[66.6],Hai orang-orang yang beriman peliharalah dirimu dan keluargamu dari api neraka yang bahan bakarnya adalah manusia dan batu penjaganya malaikat-malaikat yang kasar yang keras yang tidak mendurhakai Allah terhadap apa yang diperintahkan-Nya kepada mereka dan selalu mengerjakan apa yang diperintahkan.,hai orangorang beriman peliharalah dirimu keluargamu api neraka bahan bakarnya manusia batu penjaganya malaikatmalaikat kasar keras mendurhakai allah diperintahkannya diperintahkan
[66.7],Hai orang-orang kafir janganlah kamu mengemukakan uzur pada hari ini. Sesungguhnya kamu hanya diberi balasan menurut apa yang kamu kerjakan.,hai orangorang kafir mengemukakan uzur sesungguhnya balasan kerjakan
[66.8],Hai orang-orang yang beriman bertobatlah kepada Allah dengan taubat yang semurni-murninya mudah-mudahan Tuhan kamu akan menghapus kesalahan-kesalahanmu dan memasukkan kamu ke dalam surga yang mengalir di bawahnya sungai-sungai pada hari ketika Allah tidak menghinakan Nabi dan orang-orang yang beriman bersama dengan dia sedang cahaya mereka memancar di hadapan dan di sebelah kanan mereka sambil mereka mengatakan: Ya Tuhan kami sempurnakanlah bagi kami cahaya kami dan ampunilah kami sesungguhnya Engkau Maha Kuasa atas segala sesuatu.,hai orangorang beriman bertobatlah allah taubat semurnimurninya mudahmudahan tuhan menghapus kesalahankesalahanmu memasukkan surga mengalir bawahnya sungaisungai allah menghinakan nabi orangorang beriman cahaya memancar hadapan sebelah kanan ya tuhan sempurnakanlah cahaya ampunilah sesungguhnya engkau maha kuasa
[66.9],Hai Nabi perangilah orang-orang kafir dan orang-orang munafik dan bersikap keraslah terhadap mereka. Tempat mereka adalah neraka Jahanam dan itu adalah seburuk-buruk tempat kembali.,hai nabi perangilah orangorang kafir orangorang munafik bersikap keraslah neraka jahanam seburukburuk
[66.10],Allah membuat istri Nuh dan istri Lut perumpamaan bagi orang-orang kafir. Keduanya berada di bawah pengawasan dua orang hamba yang saleh di antara hamba-hamba Kami lalu kedua istri itu berkhianat kepada kedua suaminya maka kedua suaminya itu tiada dapat membantu mereka sedikit pun dari (siksa) Allah dan dikatakan (kepada keduanya) Masuklah ke neraka bersama orang-orang yang masuk (neraka).,allah istri nuh istri lut perumpamaan orangorang kafir pengawasan orang hamba saleh hambahamba istri berkhianat suaminya suaminya tiada membantu siksa allah masuklah neraka orangorang masuk neraka
[66.11],Dan Allah membuat istri Firaun perumpamaan bagi orang-orang yang beriman ketika ia berkata: Ya Tuhanku bangunlah untukku sebuah rumah di sisi-Mu dalam surga dan selamatkanlah aku dari Firaun dan perbuatannya dan selamatkanlah aku dari kaum yang lalim,allah istri firaun perumpamaan orangorang beriman ya tuhanku bangunlah untukku rumah sisimu surga selamatkanlah firaun perbuatannya selamatkanlah kaum lalim
[66.12],dan Maryam putri Imran yang memelihara kehormatannya maka Kami tiupkan ke dalam rahimnya sebagian dari roh (ciptaan) Kami dan dia membenarkan kalimat-kalimat Tuhannya dan Kitab-kitab-Nya dan adalah dia termasuk orang-orang yang taat.,maryam putri imran memelihara kehormatannya tiupkan rahimnya roh ciptaan membenarkan kalimatkalimat tuhannya kitabkitabnya orangorang taat
[67.1],Maha Suci Allah Yang di tangan-Nya lah segala kerajaan dan Dia Maha Kuasa atas segala sesuatu,maha suci allah tangannya kerajaan maha kuasa
[67.2],Yang menjadikan mati dan hidup supaya Dia menguji kamu siapa di antara kamu yang lebih baik amalnya. Dan Dia Maha Perkasa lagi Maha Pengampun.,menjadikan mati hidup menguji amalnya maha perkasa maha pengampun
